name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;320;0;297;3057;1160;3057;1091;0
header;180;119;180;156;1809;156;1809;119
A;981;175;981;202;1000;202;1000;175
A;974;245;974;253;982;253;982;245
B;981;853;981;881;1001;881;1001;853
C;983;1523;983;1552;1003;1552;1003;1523
B;869;2065;869;2084;884;2084;884;2065
D;987;2189;987;2218;1012;2218;1012;2189
B;866;2196;866;2211;888;2211;888;2196
B;691;2296;691;2315;706;2315;706;2296
A;1128;2296;1128;2304;1135;2304;1135;2296
B;690;2381;690;2397;712;2397;712;2381
B;552;2532;552;2549;575;2549;575;2532
A;773;2532;773;2559;786;2559;786;2532
A;462;2813;462;2816;465;2816;465;2813
